에피소드=1,아파트수=262, 병원수=243, 기지국수=252, ITS수=283, 수용 가능 인원=52100, 인구수=51802.0, 누적자본=264693969.0, 누적 만족도=95.0, 누적보상=14238.0
에피소드=151,아파트수=256, 병원수=239, 기지국수=280, ITS수=265, 수용 가능 인원=49900, 인구수=49893.0, 누적자본=261334128.0, 누적 만족도=100, 누적보상=22895.0
에피소드=152,아파트수=300, 병원수=251, 기지국수=221, ITS수=268, 수용 가능 인원=57800, 인구수=57772.0, 누적자본=293500266.0, 누적 만족도=39.0, 누적보상=-21433.0
에피소드=153,아파트수=0, 병원수=1, 기지국수=3, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-19.0, 누적 만족도=100, 누적보상=100.0
에피소드=154,아파트수=0, 병원수=3, 기지국수=0, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-74.0, 누적 만족도=0, 누적보상=-900.0
에피소드=155,아파트수=276, 병원수=264, 기지국수=273, ITS수=227, 수용 가능 인원=52100, 인구수=51802.0, 누적자본=262181061.0, 누적 만족도=100, 누적보상=22000.0
에피소드=156,아파트수=310, 병원수=263, 기지국수=208, ITS수=259, 수용 가능 인원=58300, 인구수=58281.0, 누적자본=301023381.0, 누적 만족도=20.0, 누적보상=-70536.0
에피소드=157,아파트수=272, 병원수=233, 기지국수=264, ITS수=271, 수용 가능 인원=53200, 인구수=52716.0, 누적자본=272668980.0, 누적 만족도=100, 누적보상=7131.0
에피소드=158,아파트수=290, 병원수=266, 기지국수=248, ITS수=236, 수용 가능 인원=56700, 인구수=56691.0, 누적자본=287753606.0, 누적 만족도=72.0, 누적보상=9215.0
에피소드=159,아파트수=243, 병원수=270, 기지국수=252, ITS수=275, 수용 가능 인원=47300, 인구수=47090.0, 누적자본=256342749.0, 누적 만족도=100, 누적보상=-7171.0
에피소드=160,아파트수=273, 병원수=240, 기지국수=272, ITS수=255, 수용 가능 인원=54100, 인구수=53906.0, 누적자본=273400891.0, 누적 만족도=100, 누적보상=14961.0
에피소드=161,아파트수=250, 병원수=259, 기지국수=260, ITS수=271, 수용 가능 인원=49400, 인구수=49388.0, 누적자본=261371743.0, 누적 만족도=100, 누적보상=15582.0
에피소드=162,아파트수=255, 병원수=262, 기지국수=265, ITS수=258, 수용 가능 인원=49300, 인구수=49210.0, 누적자본=257321258.0, 누적 만족도=100, 누적보상=20704.0
에피소드=163,아파트수=267, 병원수=248, 기지국수=257, ITS수=268, 수용 가능 인원=50200, 인구수=49697.0, 누적자본=254148182.0, 누적 만족도=100, 누적보상=20695.0
에피소드=164,아파트수=298, 병원수=263, 기지국수=263, ITS수=216, 수용 가능 인원=54800, 인구수=54536.0, 누적자본=275698737.0, 누적 만족도=93.0, 누적보상=23109.0
에피소드=165,아파트수=263, 병원수=255, 기지국수=285, ITS수=237, 수용 가능 인원=50400, 인구수=50350.0, 누적자본=244994052.0, 누적 만족도=100, 누적보상=17204.0
에피소드=166,아파트수=272, 병원수=274, 기지국수=248, ITS수=246, 수용 가능 인원=53400, 인구수=53082.0, 누적자본=276534990.0, 누적 만족도=87.0, 누적보상=-677.0
에피소드=167,아파트수=278, 병원수=292, 기지국수=250, ITS수=220, 수용 가능 인원=52900, 인구수=52695.0, 누적자본=276793711.0, 누적 만족도=90.0, 누적보상=-13347.0
에피소드=168,아파트수=257, 병원수=252, 기지국수=309, ITS수=222, 수용 가능 인원=49600, 인구수=49114.0, 누적자본=255836294.0, 누적 만족도=100, 누적보상=20448.0
에피소드=169,아파트수=264, 병원수=273, 기지국수=278, ITS수=225, 수용 가능 인원=50400, 인구수=50304.0, 누적자본=262213387.0, 누적 만족도=100, 누적보상=18528.0
에피소드=170,아파트수=282, 병원수=289, 기지국수=254, ITS수=215, 수용 가능 인원=54500, 인구수=54419.0, 누적자본=263954167.0, 누적 만족도=86.0, 누적보상=71.0
에피소드=171,아파트수=246, 병원수=245, 기지국수=300, ITS수=249, 수용 가능 인원=47300, 인구수=47116.0, 누적자본=262606810.0, 누적 만족도=100, 누적보상=21733.0
에피소드=172,아파트수=251, 병원수=246, 기지국수=257, ITS수=286, 수용 가능 인원=48200, 인구수=47896.0, 누적자본=245531536.0, 누적 만족도=100, 누적보상=22038.0
에피소드=173,아파트수=268, 병원수=253, 기지국수=253, ITS수=266, 수용 가능 인원=53400, 인구수=53142.0, 누적자본=274696926.0, 누적 만족도=91.0, 누적보상=11171.0
에피소드=174,아파트수=254, 병원수=273, 기지국수=250, ITS수=263, 수용 가능 인원=50300, 인구수=50195.0, 누적자본=269600883.0, 누적 만족도=100.0, 누적보상=10392.0
에피소드=175,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-74.0, 누적 만족도=100, 누적보상=-100.0
에피소드=176,아파트수=206, 병원수=297, 기지국수=275, ITS수=262, 수용 가능 인원=40400, 인구수=40096.0, 누적자본=217691027.0, 누적 만족도=100, 누적보상=20704.0
에피소드=177,아파트수=241, 병원수=263, 기지국수=254, ITS수=282, 수용 가능 인원=48200, 인구수=48028.0, 누적자본=264119073.0, 누적 만족도=100, 누적보상=21588.0
에피소드=178,아파트수=209, 병원수=271, 기지국수=287, ITS수=273, 수용 가능 인원=41800, 인구수=41680.0, 누적자본=211770936.0, 누적 만족도=100, 누적보상=20563.0
에피소드=179,아파트수=245, 병원수=292, 기지국수=278, ITS수=225, 수용 가능 인원=47600, 인구수=47577.0, 누적자본=240056797.0, 누적 만족도=100, 누적보상=21957.0
에피소드=180,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-46.0, 누적 만족도=100, 누적보상=-100.0
에피소드=181,아파트수=236, 병원수=274, 기지국수=308, ITS수=222, 수용 가능 인원=47200, 인구수=47112.0, 누적자본=244416313.0, 누적 만족도=100, 누적보상=22176.0
에피소드=182,아파트수=295, 병원수=251, 기지국수=259, ITS수=235, 수용 가능 인원=58200, 인구수=58021.0, 누적자본=281897896.0, 누적 만족도=77.0, 누적보상=20484.0
에피소드=183,아파트수=0, 병원수=1, 기지국수=3, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-23.0, 누적 만족도=100, 누적보상=0.0
에피소드=184,아파트수=258, 병원수=278, 기지국수=277, ITS수=227, 수용 가능 인원=50300, 인구수=49923.0, 누적자본=263615398.0, 누적 만족도=100, 누적보상=22479.0
에피소드=185,아파트수=262, 병원수=260, 기지국수=281, ITS수=237, 수용 가능 인원=52300, 인구수=52068.0, 누적자본=265353765.0, 누적 만족도=100, 누적보상=23228.0
에피소드=186,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-77.0, 누적 만족도=100, 누적보상=100.0
에피소드=187,아파트수=240, 병원수=292, 기지국수=254, ITS수=254, 수용 가능 인원=47800, 인구수=47776.0, 누적자본=244884784.0, 누적 만족도=100, 누적보상=21658.0
에피소드=188,아파트수=261, 병원수=254, 기지국수=299, ITS수=226, 수용 가능 인원=51900, 인구수=51875.0, 누적자본=274174165.0, 누적 만족도=100, 누적보상=23027.0
에피소드=189,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-81.0, 누적 만족도=100, 누적보상=100.0
에피소드=190,아파트수=0, 병원수=1, 기지국수=3, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-23.0, 누적 만족도=100, 누적보상=0.0
에피소드=191,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-77.0, 누적 만족도=100, 누적보상=100.0
에피소드=192,아파트수=260, 병원수=246, 기지국수=238, ITS수=296, 수용 가능 인원=51100, 인구수=51093.0, 누적자본=276429851.0, 누적 만족도=86.0, 누적보상=13285.0
에피소드=193,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-52.0, 누적 만족도=100, 누적보상=0.0
에피소드=194,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-73.0, 누적 만족도=100, 누적보상=100.0
에피소드=195,아파트수=0, 병원수=0, 기지국수=5, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-30.0, 누적 만족도=100, 누적보상=100.0
에피소드=196,아파트수=0, 병원수=0, 기지국수=5, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-30.0, 누적 만족도=100, 누적보상=100.0
에피소드=197,아파트수=268, 병원수=254, 기지국수=280, ITS수=238, 수용 가능 인원=52000, 인구수=51961.0, 누적자본=263000163.0, 누적 만족도=100, 누적보상=22073.0
에피소드=198,아파트수=0, 병원수=0, 기지국수=4, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=5.0, 누적 만족도=100, 누적보상=0.0
에피소드=199,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-53.0, 누적 만족도=100, 누적보상=0.0
에피소드=200,아파트수=253, 병원수=286, 기지국수=285, ITS수=216, 수용 가능 인원=46700, 인구수=46676.0, 누적자본=255946103.0, 누적 만족도=100, 누적보상=22144.0
에피소드=201,아파트수=310, 병원수=236, 기지국수=264, ITS수=230, 수용 가능 인원=56800, 인구수=56611.0, 누적자본=279660888.0, 누적 만족도=86.0, 누적보상=22994.0
에피소드=202,아파트수=255, 병원수=264, 기지국수=299, ITS수=222, 수용 가능 인원=49300, 인구수=49084.0, 누적자본=252947778.0, 누적 만족도=100, 누적보상=18436.0
에피소드=203,아파트수=267, 병원수=242, 기지국수=279, ITS수=252, 수용 가능 인원=52100, 인구수=51614.0, 누적자본=265516060.0, 누적 만족도=100, 누적보상=23276.0
에피소드=204,아파트수=257, 병원수=215, 기지국수=286, ITS수=282, 수용 가능 인원=49400, 인구수=49114.0, 누적자본=237623203.0, 누적 만족도=100, 누적보상=21856.0
에피소드=205,아파트수=228, 병원수=254, 기지국수=305, ITS수=253, 수용 가능 인원=44000, 인구수=43938.0, 누적자본=223650603.0, 누적 만족도=100, 누적보상=21100.0
에피소드=206,아파트수=0, 병원수=0, 기지국수=5, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-30.0, 누적 만족도=100, 누적보상=100.0
에피소드=207,아파트수=257, 병원수=243, 기지국수=281, ITS수=259, 수용 가능 인원=50500, 인구수=50329.0, 누적자본=259732853.0, 누적 만족도=100, 누적보상=22917.0
에피소드=208,아파트수=253, 병원수=260, 기지국수=309, ITS수=218, 수용 가능 인원=48300, 인구수=47550.0, 누적자본=232200291.0, 누적 만족도=100, 누적보상=21512.0
에피소드=209,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-44.0, 누적 만족도=100, 누적보상=100.0
에피소드=210,아파트수=279, 병원수=254, 기지국수=302, ITS수=205, 수용 가능 인원=55400, 인구수=55376.0, 누적자본=305350336.0, 누적 만족도=100, 누적보상=24771.0
에피소드=211,아파트수=0, 병원수=0, 기지국수=4, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-28.0, 누적 만족도=100, 누적보상=100.0
에피소드=212,아파트수=276, 병원수=240, 기지국수=300, ITS수=224, 수용 가능 인원=51300, 인구수=51294.0, 누적자본=258252121.0, 누적 만족도=100, 누적보상=21534.0
에피소드=213,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-81.0, 누적 만족도=100, 누적보상=100.0
에피소드=214,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-81.0, 누적 만족도=100, 누적보상=100.0
에피소드=215,아파트수=268, 병원수=232, 기지국수=338, ITS수=202, 수용 가능 인원=52800, 인구수=52768.0, 누적자본=266182126.0, 누적 만족도=100, 누적보상=23275.0
에피소드=216,아파트수=0, 병원수=0, 기지국수=3, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=6.0, 누적 만족도=100, 누적보상=100.0
에피소드=217,아파트수=0, 병원수=0, 기지국수=5, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-30.0, 누적 만족도=100, 누적보상=100.0
에피소드=218,아파트수=280, 병원수=239, 기지국수=301, ITS수=220, 수용 가능 인원=56000, 인구수=55992.0, 누적자본=267790980.0, 누적 만족도=100, 누적보상=23218.0
에피소드=219,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-40.0, 누적 만족도=100, 누적보상=100.0
에피소드=220,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-77.0, 누적 만족도=100, 누적보상=100.0
에피소드=221,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-77.0, 누적 만족도=100, 누적보상=100.0
에피소드=222,아파트수=0, 병원수=0, 기지국수=4, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-24.0, 누적 만족도=100, 누적보상=100.0
에피소드=223,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-81.0, 누적 만족도=100, 누적보상=100.0
에피소드=224,아파트수=268, 병원수=245, 기지국수=291, ITS수=236, 수용 가능 인원=51400, 인구수=51183.0, 누적자본=250279895.0, 누적 만족도=100, 누적보상=22367.0
에피소드=225,아파트수=278, 병원수=211, 기지국수=321, ITS수=230, 수용 가능 인원=51700, 인구수=51560.0, 누적자본=263184266.0, 누적 만족도=100, 누적보상=23006.0
에피소드=226,아파트수=0, 병원수=0, 기지국수=4, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=3.0, 누적 만족도=100, 누적보상=100.0
에피소드=227,아파트수=0, 병원수=1, 기지국수=4, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-73.0, 누적 만족도=100, 누적보상=100.0
에피소드=228,아파트수=0, 병원수=0, 기지국수=4, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-24.0, 누적 만족도=100, 누적보상=0.0
에피소드=229,아파트수=0, 병원수=0, 기지국수=5, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-30.0, 누적 만족도=100, 누적보상=100.0
에피소드=230,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-41.0, 누적 만족도=100, 누적보상=100.0
에피소드=231,아파트수=259, 병원수=225, 기지국수=296, ITS수=260, 수용 가능 인원=51200, 인구수=51141.0, 누적자본=283454675.0, 누적 만족도=100, 누적보상=23414.0
에피소드=232,아파트수=233, 병원수=246, 기지국수=282, ITS수=279, 수용 가능 인원=43900, 인구수=43896.0, 누적자본=215255649.0, 누적 만족도=100, 누적보상=20669.0
에피소드=233,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-53.0, 누적 만족도=100, 누적보상=0.0
에피소드=234,아파트수=241, 병원수=228, 기지국수=307, ITS수=264, 수용 가능 인원=43000, 인구수=42868.0, 누적자본=213700889.0, 누적 만족도=100, 누적보상=20620.0
에피소드=235,아파트수=0, 병원수=0, 기지국수=4, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=4.0, 누적 만족도=100, 누적보상=100.0
에피소드=236,아파트수=0, 병원수=0, 기지국수=4, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-24.0, 누적 만족도=100, 누적보상=0.0
에피소드=237,아파트수=277, 병원수=234, 기지국수=274, ITS수=255, 수용 가능 인원=53400, 인구수=53268.0, 누적자본=266277137.0, 누적 만족도=100, 누적보상=16375.0
에피소드=238,아파트수=257, 병원수=248, 기지국수=265, ITS수=270, 수용 가능 인원=50100, 인구수=49869.0, 누적자본=281801319.0, 누적 만족도=100, 누적보상=13772.0
